"Regra","Antecedente","Consequente","support","confidence","coverage","lift","count"
"{60 TEATIME FAIRY CAKE CASES,LUNCH BAG CARS BLUE,WOODLAND CHARLOTTE BAG} => {LUNCH BAG SPACEBOY DESIGN}","{60 TEATIME FAIRY CAKE CASES,LUNCH BAG CARS BLUE,WOODLAND CHARLOTTE BAG}","{LUNCH BAG SPACEBOY DESIGN}",0.005,0.5714,0.0088,5.6717,20
"{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG BLACK SKULL.,LUNCH BAG CARS BLUE} => {JUMBO STORAGE BAG SUKI}","{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG BLACK SKULL.,LUNCH BAG CARS BLUE}","{JUMBO STORAGE BAG SUKI}",0.0075,0.6122,0.0122,5.6689,30
"{JUMBO BAG STRAWBERRY,JUMBO STORAGE BAG SUKI,REGENCY CAKESTAND 3 TIER} => {JUMBO SHOPPER VINTAGE RED PAISLEY}","{JUMBO BAG STRAWBERRY,JUMBO STORAGE BAG SUKI,REGENCY CAKESTAND 3 TIER}","{JUMBO SHOPPER VINTAGE RED PAISLEY}",0.0063,0.5952,0.0105,5.6689,25
"{PACK OF 72 RETRO SPOT CAKE CASES,PACK OF 72 SKULL CAKE CASES} => {PACK OF 60 PINK PAISLEY CAKE CASES}","{PACK OF 72 RETRO SPOT CAKE CASES,PACK OF 72 SKULL CAKE CASES}","{PACK OF 60 PINK PAISLEY CAKE CASES}",0.0085,0.5312,0.016,5.6667,34
"{JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG WOODLAND ANIMALS} => {JUMBO SHOPPER VINTAGE RED PAISLEY}","{JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG WOODLAND ANIMALS}","{JUMBO SHOPPER VINTAGE RED PAISLEY}",0.0118,0.5949,0.0198,5.6661,47
"{JUMBO BAG STRAWBERRY,LUNCH BAG BLACK SKULL.,LUNCH BAG SPACEBOY DESIGN} => {LUNCH BAG SUKI DESIGN}","{JUMBO BAG STRAWBERRY,LUNCH BAG BLACK SKULL.,LUNCH BAG SPACEBOY DESIGN}","{LUNCH BAG SUKI DESIGN}",0.0068,0.6585,0.0102,5.6648,27
"{BATHROOM METAL SIGN,ROSES REGENCY TEACUP AND SAUCER} => {JUMBO SHOPPER VINTAGE RED PAISLEY}","{BATHROOM METAL SIGN,ROSES REGENCY TEACUP AND SAUCER}","{JUMBO SHOPPER VINTAGE RED PAISLEY}",0.0055,0.5946,0.0092,5.6628,22
"{JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG RED RETROSPOT,RECYCLING BAG RETROSPOT} => {JUMBO SHOPPER VINTAGE RED PAISLEY}","{JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG RED RETROSPOT,RECYCLING BAG RETROSPOT}","{JUMBO SHOPPER VINTAGE RED PAISLEY}",0.0055,0.5946,0.0092,5.6628,22
"{JUMBO BAG BAROQUE BLACK WHITE,LUNCH BAG BLACK SKULL.,LUNCH BAG RED RETROSPOT} => {JUMBO SHOPPER VINTAGE RED PAISLEY}","{JUMBO BAG BAROQUE BLACK WHITE,LUNCH BAG BLACK SKULL.,LUNCH BAG RED RETROSPOT}","{JUMBO SHOPPER VINTAGE RED PAISLEY}",0.0055,0.5946,0.0092,5.6628,22
"{CHARLOTTE BAG SUKI DESIGN,JUMBO STORAGE BAG SUKI,LUNCH BAG SUKI DESIGN} => {LUNCH BAG BLACK SKULL.}","{CHARLOTTE BAG SUKI DESIGN,JUMBO STORAGE BAG SUKI,LUNCH BAG SUKI DESIGN}","{LUNCH BAG BLACK SKULL.}",0.0063,0.641,0.0098,5.6603,25
"{JUMBO BAG RED RETROSPOT,LUNCH BAG RED RETROSPOT,LUNCH BAG SPACEBOY DESIGN} => {LUNCH BAG SUKI DESIGN}","{JUMBO BAG RED RETROSPOT,LUNCH BAG RED RETROSPOT,LUNCH BAG SPACEBOY DESIGN}","{LUNCH BAG SUKI DESIGN}",0.0063,0.6579,0.0095,5.6593,25
"{CHARLOTTE BAG SUKI DESIGN,JUMBO BAG RED RETROSPOT,WOODLAND CHARLOTTE BAG} => {JUMBO STORAGE BAG SUKI}","{CHARLOTTE BAG SUKI DESIGN,JUMBO BAG RED RETROSPOT,WOODLAND CHARLOTTE BAG}","{JUMBO STORAGE BAG SUKI}",0.0082,0.6111,0.0135,5.6584,33
"{JUMBO BAG WOODLAND ANIMALS,RECIPE BOX PANTRY YELLOW DESIGN} => {JUMBO STORAGE BAG SUKI}","{JUMBO BAG WOODLAND ANIMALS,RECIPE BOX PANTRY YELLOW DESIGN}","{JUMBO STORAGE BAG SUKI}",0.0055,0.6111,0.009,5.6584,22
"{JUMBO BAG STRAWBERRY,PACK OF 72 RETROSPOT CAKE CASES} => {JUMBO STORAGE BAG SUKI}","{JUMBO BAG STRAWBERRY,PACK OF 72 RETROSPOT CAKE CASES}","{JUMBO STORAGE BAG SUKI}",0.0055,0.6111,0.009,5.6584,22
"{LUNCH BAG BLACK SKULL.,LUNCH BAG CARS BLUE,RECYCLING BAG RETROSPOT} => {JUMBO STORAGE BAG SUKI}","{LUNCH BAG BLACK SKULL.,LUNCH BAG CARS BLUE,RECYCLING BAG RETROSPOT}","{JUMBO STORAGE BAG SUKI}",0.0055,0.6111,0.009,5.6584,22
"{SCOTTIE DOG HOT WATER BOTTLE,WOODLAND CHARLOTTE BAG} => {60 TEATIME FAIRY CAKE CASES}","{SCOTTIE DOG HOT WATER BOTTLE,WOODLAND CHARLOTTE BAG}","{60 TEATIME FAIRY CAKE CASES}",0.0058,0.5897,0.0098,5.657,23
"{RED TOADSTOOL LED NIGHT LIGHT,REGENCY CAKESTAND 3 TIER,WOODLAND CHARLOTTE BAG} => {60 TEATIME FAIRY CAKE CASES}","{RED TOADSTOOL LED NIGHT LIGHT,REGENCY CAKESTAND 3 TIER,WOODLAND CHARLOTTE BAG}","{60 TEATIME FAIRY CAKE CASES}",0.0058,0.5897,0.0098,5.657,23
"{LUNCH BAG BLACK SKULL.,LUNCH BAG SUKI DESIGN,PACK OF 72 RETROSPOT CAKE CASES} => {60 TEATIME FAIRY CAKE CASES}","{LUNCH BAG BLACK SKULL.,LUNCH BAG SUKI DESIGN,PACK OF 72 RETROSPOT CAKE CASES}","{60 TEATIME FAIRY CAKE CASES}",0.0058,0.5897,0.0098,5.657,23
"{LUNCH BAG SPACEBOY DESIGN,PINK CREAM FELT CRAFT TRINKET BOX} => {LUNCH BAG SUKI DESIGN}","{LUNCH BAG SPACEBOY DESIGN,PINK CREAM FELT CRAFT TRINKET BOX}","{LUNCH BAG SUKI DESIGN}",0.0058,0.6571,0.0087,5.6528,23
"{JUMBO BAG WOODLAND ANIMALS,JUMBO STORAGE BAG SUKI,LUNCH BAG BLACK SKULL.} => {LUNCH BAG SUKI DESIGN}","{JUMBO BAG WOODLAND ANIMALS,JUMBO STORAGE BAG SUKI,LUNCH BAG BLACK SKULL.}","{LUNCH BAG SUKI DESIGN}",0.0058,0.6571,0.0087,5.6528,23
"{60 TEATIME FAIRY CAKE CASES,LUNCH BAG RED RETROSPOT,PACK OF 72 RETROSPOT CAKE CASES} => {LUNCH BAG SUKI DESIGN}","{60 TEATIME FAIRY CAKE CASES,LUNCH BAG RED RETROSPOT,PACK OF 72 RETROSPOT CAKE CASES}","{LUNCH BAG SUKI DESIGN}",0.0058,0.6571,0.0087,5.6528,23
"{60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES} => {PACK OF 60 PINK PAISLEY CAKE CASES}","{60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES}","{PACK OF 60 PINK PAISLEY CAKE CASES}",0.0155,0.5299,0.0292,5.6524,62
"{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG RED RETROSPOT,PACK OF 72 RETROSPOT CAKE CASES} => {LUNCH BAG CARS BLUE}","{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG RED RETROSPOT,PACK OF 72 RETROSPOT CAKE CASES}","{LUNCH BAG CARS BLUE}",0.005,0.6061,0.0082,5.6509,20
"{JUMBO BAG RED RETROSPOT,JUMBO SHOPPER VINTAGE RED PAISLEY,LUNCH BAG WOODLAND} => {LUNCH BAG CARS BLUE}","{JUMBO BAG RED RETROSPOT,JUMBO SHOPPER VINTAGE RED PAISLEY,LUNCH BAG WOODLAND}","{LUNCH BAG CARS BLUE}",0.005,0.6061,0.0082,5.6509,20
"{JUMBO BAG BAROQUE BLACK WHITE,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG SUKI DESIGN} => {LUNCH BAG CARS BLUE}","{JUMBO BAG BAROQUE BLACK WHITE,LUNCH BAG SPACEBOY DESIGN,LUNCH BAG SUKI DESIGN}","{LUNCH BAG CARS BLUE}",0.005,0.6061,0.0082,5.6509,20
"{60 TEATIME FAIRY CAKE CASES,LUNCH BAG SPACEBOY DESIGN,WOODLAND CHARLOTTE BAG} => {LUNCH BAG CARS BLUE}","{60 TEATIME FAIRY CAKE CASES,LUNCH BAG SPACEBOY DESIGN,WOODLAND CHARLOTTE BAG}","{LUNCH BAG CARS BLUE}",0.005,0.6061,0.0082,5.6509,20
"{60 TEATIME FAIRY CAKE CASES,LUNCH BAG RED RETROSPOT} => {PACK OF 60 PINK PAISLEY CAKE CASES}","{60 TEATIME FAIRY CAKE CASES,LUNCH BAG RED RETROSPOT}","{PACK OF 60 PINK PAISLEY CAKE CASES}",0.0068,0.5294,0.0127,5.6471,27
"{JUMBO BAG WOODLAND ANIMALS,LUNCH BAG BLACK SKULL.,WOODLAND CHARLOTTE BAG} => {LUNCH BAG SUKI DESIGN}","{JUMBO BAG WOODLAND ANIMALS,LUNCH BAG BLACK SKULL.,WOODLAND CHARLOTTE BAG}","{LUNCH BAG SUKI DESIGN}",0.0053,0.6562,0.008,5.6452,21
"{LUNCH BAG RED RETROSPOT,LUNCH BAG SPACEBOY DESIGN,PACK OF 72 RETROSPOT CAKE CASES} => {LUNCH BAG SUKI DESIGN}","{LUNCH BAG RED RETROSPOT,LUNCH BAG SPACEBOY DESIGN,PACK OF 72 RETROSPOT CAKE CASES}","{LUNCH BAG SUKI DESIGN}",0.0053,0.6562,0.008,5.6452,21
"{JUMBO BAG STRAWBERRY,LUNCH BAG BLACK SKULL.,LUNCH BAG RED RETROSPOT} => {LUNCH BAG SUKI DESIGN}","{JUMBO BAG STRAWBERRY,LUNCH BAG BLACK SKULL.,LUNCH BAG RED RETROSPOT}","{LUNCH BAG SUKI DESIGN}",0.0053,0.6562,0.008,5.6452,21
"{PACK OF 72 RETROSPOT CAKE CASES,PAPER CHAIN KIT VINTAGE CHRISTMAS,WOODLAND CHARLOTTE BAG} => {REGENCY CAKESTAND 3 TIER}","{PACK OF 72 RETROSPOT CAKE CASES,PAPER CHAIN KIT VINTAGE CHRISTMAS,WOODLAND CHARLOTTE BAG}","{REGENCY CAKESTAND 3 TIER}",0.0058,0.92,0.0062,5.6442,23
"{LUNCH BAG SPACEBOY DESIGN,LUNCH BAG WOODLAND,WOODLAND CHARLOTTE BAG} => {LUNCH BAG CARS BLUE}","{LUNCH BAG SPACEBOY DESIGN,LUNCH BAG WOODLAND,WOODLAND CHARLOTTE BAG}","{LUNCH BAG CARS BLUE}",0.0058,0.6053,0.0095,5.6435,23
"{LUNCH BAG SPACEBOY DESIGN,PACK OF 72 RETROSPOT CAKE CASES} => {60 TEATIME FAIRY CAKE CASES}","{LUNCH BAG SPACEBOY DESIGN,PACK OF 72 RETROSPOT CAKE CASES}","{60 TEATIME FAIRY CAKE CASES}",0.0075,0.5882,0.0127,5.6425,30
"{LUNCH BAG RED RETROSPOT,LUNCH BAG WOODLAND,PACK OF 72 RETROSPOT CAKE CASES} => {60 TEATIME FAIRY CAKE CASES}","{LUNCH BAG RED RETROSPOT,LUNCH BAG WOODLAND,PACK OF 72 RETROSPOT CAKE CASES}","{60 TEATIME FAIRY CAKE CASES}",0.005,0.5882,0.0085,5.6425,20
"{JUMBO SHOPPER VINTAGE RED PAISLEY,LUNCH BAG CARS BLUE,LUNCH BAG WOODLAND} => {LUNCH BAG BLACK SKULL.}","{JUMBO SHOPPER VINTAGE RED PAISLEY,LUNCH BAG CARS BLUE,LUNCH BAG WOODLAND}","{LUNCH BAG BLACK SKULL.}",0.0058,0.6389,0.009,5.6414,23
"{HEART OF WICKER LARGE,LUNCH BAG BLACK SKULL.} => {HEART OF WICKER SMALL}","{HEART OF WICKER LARGE,LUNCH BAG BLACK SKULL.}","{HEART OF WICKER SMALL}",0.0078,0.5636,0.0138,5.6364,31
"{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG WOODLAND,WOODLAND CHARLOTTE BAG} => {LUNCH BAG BLACK SKULL.}","{CHARLOTTE BAG SUKI DESIGN,LUNCH BAG WOODLAND,WOODLAND CHARLOTTE BAG}","{LUNCH BAG BLACK SKULL.}",0.0075,0.6383,0.0117,5.6362,30
"{JUMBO BAG STRAWBERRY,REGENCY CAKESTAND 3 TIER} => {JUMBO STORAGE BAG SUKI}","{JUMBO BAG STRAWBERRY,REGENCY CAKESTAND 3 TIER}","{JUMBO STORAGE BAG SUKI}",0.0105,0.6087,0.0173,5.6361,42
"{JUMBO STORAGE BAG SUKI,LUNCH BAG BLACK SKULL.} => {LUNCH BAG SUKI DESIGN}","{JUMBO STORAGE BAG SUKI,LUNCH BAG BLACK SKULL.}","{LUNCH BAG SUKI DESIGN}",0.019,0.6552,0.029,5.6359,76
"{JUMBO BAG RED RETROSPOT,LUNCH BAG BLACK SKULL.,LUNCH BAG CARS BLUE} => {LUNCH BAG SUKI DESIGN}","{JUMBO BAG RED RETROSPOT,LUNCH BAG BLACK SKULL.,LUNCH BAG CARS BLUE}","{LUNCH BAG SUKI DESIGN}",0.0095,0.6552,0.0145,5.6359,38
"{72 SWEETHEART FAIRY CAKE CASES,LUNCH BAG SUKI DESIGN} => {PACK OF 60 PINK PAISLEY CAKE CASES}","{72 SWEETHEART FAIRY CAKE CASES,LUNCH BAG SUKI DESIGN}","{PACK OF 60 PINK PAISLEY CAKE CASES}",0.007,0.5283,0.0132,5.6352,28
"{LUNCH BAG SUKI DESIGN,PAPER CHAIN KIT VINTAGE CHRISTMAS} => {LUNCH BAG SPACEBOY DESIGN}","{LUNCH BAG SUKI DESIGN,PAPER CHAIN KIT VINTAGE CHRISTMAS}","{LUNCH BAG SPACEBOY DESIGN}",0.0053,0.5676,0.0093,5.6334,21
"{60 TEATIME FAIRY CAKE CASES,LUNCH BAG BLACK SKULL.,WOODLAND CHARLOTTE BAG} => {LUNCH BAG SPACEBOY DESIGN}","{60 TEATIME FAIRY CAKE CASES,LUNCH BAG BLACK SKULL.,WOODLAND CHARLOTTE BAG}","{LUNCH BAG SPACEBOY DESIGN}",0.0053,0.5676,0.0093,5.6334,21
"{BATHROOM METAL SIGN,JUMBO BAG PINK POLKADOT} => {NATURAL SLATE HEART CHALKBOARD}","{BATHROOM METAL SIGN,JUMBO BAG PINK POLKADOT}","{NATURAL SLATE HEART CHALKBOARD}",0.0055,0.5366,0.0102,5.6334,22
"{JUMBO BAG BAROQUE BLACK WHITE,LUNCH BAG BLACK SKULL.,LUNCH BAG SUKI DESIGN} => {LUNCH BAG CARS BLUE}","{JUMBO BAG BAROQUE BLACK WHITE,LUNCH BAG BLACK SKULL.,LUNCH BAG SUKI DESIGN}","{LUNCH BAG CARS BLUE}",0.0073,0.6042,0.012,5.6333,29
"{JUMBO BAG PINK POLKADOT,JUMBO BAG PINK VINTAGE PAISLEY} => {JUMBO SHOPPER VINTAGE RED PAISLEY}","{JUMBO BAG PINK POLKADOT,JUMBO BAG PINK VINTAGE PAISLEY}","{JUMBO SHOPPER VINTAGE RED PAISLEY}",0.0138,0.5914,0.0232,5.6324,55
"{JUMBO BAG WOODLAND ANIMALS,JUMBO SHOPPER VINTAGE RED PAISLEY,RED TOADSTOOL LED NIGHT LIGHT} => {JUMBO BAG RED RETROSPOT}","{JUMBO BAG WOODLAND ANIMALS,JUMBO SHOPPER VINTAGE RED PAISLEY,RED TOADSTOOL LED NIGHT LIGHT}","{JUMBO BAG RED RETROSPOT}",0.0058,0.8519,0.0068,5.6321,23
"{JUMBO BAG PINK POLKADOT,JUMBO BAG WOODLAND ANIMALS,LUNCH BAG RED RETROSPOT} => {JUMBO BAG RED RETROSPOT}","{JUMBO BAG PINK POLKADOT,JUMBO BAG WOODLAND ANIMALS,LUNCH BAG RED RETROSPOT}","{JUMBO BAG RED RETROSPOT}",0.0058,0.8519,0.0068,5.6321,23
"{JUMBO BAG PINK POLKADOT,JUMBO SHOPPER VINTAGE RED PAISLEY,NATURAL SLATE HEART CHALKBOARD} => {JUMBO BAG RED RETROSPOT}","{JUMBO BAG PINK POLKADOT,JUMBO SHOPPER VINTAGE RED PAISLEY,NATURAL SLATE HEART CHALKBOARD}","{JUMBO BAG RED RETROSPOT}",0.0058,0.8519,0.0068,5.6321,23
"{JUMBO BAG BAROQUE BLACK WHITE,JUMBO BAG PINK VINTAGE PAISLEY,LUNCH BAG SUKI DESIGN} => {JUMBO BAG RED RETROSPOT}","{JUMBO BAG BAROQUE BLACK WHITE,JUMBO BAG PINK VINTAGE PAISLEY,LUNCH BAG SUKI DESIGN}","{JUMBO BAG RED RETROSPOT}",0.0058,0.8519,0.0068,5.6321,23
"{JUMBO BAG STRAWBERRY,LUNCH BAG WOODLAND} => {JUMBO STORAGE BAG SUKI}","{JUMBO BAG STRAWBERRY,LUNCH BAG WOODLAND}","{JUMBO STORAGE BAG SUKI}",0.0112,0.6081,0.0185,5.6306,45
"{PACK OF 72 RETROSPOT CAKE CASES,RECYCLING BAG RETROSPOT} => {60 TEATIME FAIRY CAKE CASES}","{PACK OF 72 RETROSPOT CAKE CASES,RECYCLING BAG RETROSPOT}","{60 TEATIME FAIRY CAKE CASES}",0.0068,0.587,0.0115,5.6303,27
"{PACK OF 72 RETRO SPOT CAKE CASES,WOODLAND CHARLOTTE BAG} => {STRAWBERRY CERAMIC TRINKET BOX}","{PACK OF 72 RETRO SPOT CAKE CASES,WOODLAND CHARLOTTE BAG}","{STRAWBERRY CERAMIC TRINKET BOX}",0.006,0.5714,0.0105,5.6298,24
"{60 TEATIME FAIRY CAKE CASES,ZINC METAL HEART DECORATION} => {STRAWBERRY CERAMIC TRINKET BOX}","{60 TEATIME FAIRY CAKE CASES,ZINC METAL HEART DECORATION}","{STRAWBERRY CERAMIC TRINKET BOX}",0.005,0.5714,0.0088,5.6298,20
"{HOT WATER BOTTLE TEA AND SYMPATHY,RECYCLING BAG RETROSPOT} => {STRAWBERRY CERAMIC TRINKET BOX}","{HOT WATER BOTTLE TEA AND SYMPATHY,RECYCLING BAG RETROSPOT}","{STRAWBERRY CERAMIC TRINKET BOX}",0.005,0.5714,0.0088,5.6298,20
"{BATHROOM METAL SIGN,PACK OF 60 PINK PAISLEY CAKE CASES,WHITE HANGING HEART T-LIGHT HOLDER} => {STRAWBERRY CERAMIC TRINKET BOX}","{BATHROOM METAL SIGN,PACK OF 60 PINK PAISLEY CAKE CASES,WHITE HANGING HEART T-LIGHT HOLDER}","{STRAWBERRY CERAMIC TRINKET BOX}",0.005,0.5714,0.0088,5.6298,20
"{LUNCH BAG BLACK SKULL.,RECYCLING BAG RETROSPOT,WOODLAND CHARLOTTE BAG} => {STRAWBERRY CERAMIC TRINKET BOX}","{LUNCH BAG BLACK SKULL.,RECYCLING BAG RETROSPOT,WOODLAND CHARLOTTE BAG}","{STRAWBERRY CERAMIC TRINKET BOX}",0.005,0.5714,0.0088,5.6298,20
"{JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,RECYCLING BAG RETROSPOT} => {JUMBO STORAGE BAG SUKI}","{JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,RECYCLING BAG RETROSPOT}","{JUMBO STORAGE BAG SUKI}",0.0078,0.6078,0.0128,5.6282,31
"{LUNCH BAG CARS BLUE,LUNCH BAG SUKI DESIGN,LUNCH BAG WOODLAND} => {LUNCH BAG BLACK SKULL.}","{LUNCH BAG CARS BLUE,LUNCH BAG SUKI DESIGN,LUNCH BAG WOODLAND}","{LUNCH BAG BLACK SKULL.}",0.0145,0.6374,0.0228,5.6279,58
"{LUNCH BAG BLACK SKULL.,LUNCH BAG RED RETROSPOT,LUNCH BAG WOODLAND} => {LUNCH BAG CARS BLUE}","{LUNCH BAG BLACK SKULL.,LUNCH BAG RED RETROSPOT,LUNCH BAG WOODLAND}","{LUNCH BAG CARS BLUE}",0.0095,0.6032,0.0158,5.624,38
"{JUMBO BAG RED RETROSPOT,LUNCH BAG BLACK SKULL.,LUNCH BAG SUKI DESIGN} => {LUNCH BAG CARS BLUE}","{JUMBO BAG RED RETROSPOT,LUNCH BAG BLACK SKULL.,LUNCH BAG SUKI DESIGN}","{LUNCH BAG CARS BLUE}",0.0095,0.6032,0.0158,5.624,38
"{CHARLOTTE BAG SUKI DESIGN,HOT WATER BOTTLE TEA AND SYMPATHY,WOODLAND CHARLOTTE BAG} => {REGENCY CAKESTAND 3 TIER}","{CHARLOTTE BAG SUKI DESIGN,HOT WATER BOTTLE TEA AND SYMPATHY,WOODLAND CHARLOTTE BAG}","{REGENCY CAKESTAND 3 TIER}",0.0055,0.9167,0.006,5.6237,22
"{PACK OF 72 SKULL CAKE CASES,WOODLAND CHARLOTTE BAG} => {60 TEATIME FAIRY CAKE CASES}","{PACK OF 72 SKULL CAKE CASES,WOODLAND CHARLOTTE BAG}","{60 TEATIME FAIRY CAKE CASES}",0.0085,0.5862,0.0145,5.6231,34
"{HEART OF WICKER SMALL,JUMBO BAG WOODLAND ANIMALS} => {JUMBO BAG BAROQUE BLACK WHITE}","{HEART OF WICKER SMALL,JUMBO BAG WOODLAND ANIMALS}","{JUMBO BAG BAROQUE BLACK WHITE}",0.005,0.5128,0.0098,5.62,20
"{JUMBO STORAGE BAG SUKI,LUNCH BAG CARS BLUE,LUNCH BAG RED RETROSPOT} => {JUMBO BAG BAROQUE BLACK WHITE}","{JUMBO STORAGE BAG SUKI,LUNCH BAG CARS BLUE,LUNCH BAG RED RETROSPOT}","{JUMBO BAG BAROQUE BLACK WHITE}",0.005,0.5128,0.0098,5.62,20
"{JUMBO BAG PINK POLKADOT,JUMBO STORAGE BAG SUKI,LUNCH BAG RED RETROSPOT} => {JUMBO BAG RED RETROSPOT}","{JUMBO BAG PINK POLKADOT,JUMBO STORAGE BAG SUKI,LUNCH BAG RED RETROSPOT}","{JUMBO BAG RED RETROSPOT}",0.0085,0.85,0.01,5.6198,34
"{JUMBO BAG BAROQUE BLACK WHITE,JUMBO BAG PINK POLKADOT,JUMBO BAG STRAWBERRY} => {JUMBO BAG RED RETROSPOT}","{JUMBO BAG BAROQUE BLACK WHITE,JUMBO BAG PINK POLKADOT,JUMBO BAG STRAWBERRY}","{JUMBO BAG RED RETROSPOT}",0.0085,0.85,0.01,5.6198,34
"{JUMBO BAG BAROQUE BLACK WHITE,JUMBO STORAGE BAG SUKI,LUNCH BAG SUKI DESIGN} => {LUNCH BAG BLACK SKULL.}","{JUMBO BAG BAROQUE BLACK WHITE,JUMBO STORAGE BAG SUKI,LUNCH BAG SUKI DESIGN}","{LUNCH BAG BLACK SKULL.}",0.0088,0.6364,0.0138,5.6191,35
"{JUMBO BAG WOODLAND ANIMALS,RECYCLING BAG RETROSPOT,WOODLAND CHARLOTTE BAG} => {LUNCH BAG BLACK SKULL.}","{JUMBO BAG WOODLAND ANIMALS,RECYCLING BAG RETROSPOT,WOODLAND CHARLOTTE BAG}","{LUNCH BAG BLACK SKULL.}",0.0053,0.6364,0.0082,5.6191,21
"{60 TEATIME FAIRY CAKE CASES,LUNCH BAG SPACEBOY DESIGN,WOODLAND CHARLOTTE BAG} => {LUNCH BAG BLACK SKULL.}","{60 TEATIME FAIRY CAKE CASES,LUNCH BAG SPACEBOY DESIGN,WOODLAND CHARLOTTE BAG}","{LUNCH BAG BLACK SKULL.}",0.0053,0.6364,0.0082,5.6191,21
"{JUMBO STORAGE BAG SUKI,LUNCH BAG CARS BLUE,LUNCH BAG SPACEBOY DESIGN} => {LUNCH BAG SUKI DESIGN}","{JUMBO STORAGE BAG SUKI,LUNCH BAG CARS BLUE,LUNCH BAG SPACEBOY DESIGN}","{LUNCH BAG SUKI DESIGN}",0.008,0.6531,0.0122,5.6177,32
"{JUMBO BAG STRAWBERRY,RECYCLING BAG RETROSPOT} => {JUMBO STORAGE BAG SUKI}","{JUMBO BAG STRAWBERRY,RECYCLING BAG RETROSPOT}","{JUMBO STORAGE BAG SUKI}",0.0092,0.6066,0.0152,5.6163,37
"{STRAWBERRY CERAMIC TRINKET BOX,WHITE HANGING HEART T-LIGHT HOLDER,WOODLAND CHARLOTTE BAG} => {HOME BUILDING BLOCK WORD}","{STRAWBERRY CERAMIC TRINKET BOX,WHITE HANGING HEART T-LIGHT HOLDER,WOODLAND CHARLOTTE BAG}","{HOME BUILDING BLOCK WORD}",0.005,0.5405,0.0092,5.616,20
"{RECIPE BOX PANTRY YELLOW DESIGN,VINTAGE SNAP CARDS} => {NATURAL SLATE HEART CHALKBOARD}","{RECIPE BOX PANTRY YELLOW DESIGN,VINTAGE SNAP CARDS}","{NATURAL SLATE HEART CHALKBOARD}",0.0058,0.5349,0.0108,5.6156,23
"{JUMBO BAG BAROQUE BLACK WHITE,PACK OF 72 RETROSPOT CAKE CASES} => {60 TEATIME FAIRY CAKE CASES}","{JUMBO BAG BAROQUE BLACK WHITE,PACK OF 72 RETROSPOT CAKE CASES}","{60 TEATIME FAIRY CAKE CASES}",0.006,0.5854,0.0102,5.615,24
"{60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETRO SPOT CAKE CASES} => {PACK OF 60 PINK PAISLEY CAKE CASES}","{60 TEATIME FAIRY CAKE CASES,PACK OF 72 RETRO SPOT CAKE CASES}","{PACK OF 60 PINK PAISLEY CAKE CASES}",0.015,0.5263,0.0285,5.614,60
"{HANGING HEART ZINC T-LIGHT HOLDER,PACK OF 72 RETROSPOT CAKE CASES} => {PACK OF 60 PINK PAISLEY CAKE CASES}","{HANGING HEART ZINC T-LIGHT HOLDER,PACK OF 72 RETROSPOT CAKE CASES}","{PACK OF 60 PINK PAISLEY CAKE CASES}",0.005,0.5263,0.0095,5.614,20
"{LUNCH BAG BLACK SKULL.,LUNCH BAG WOODLAND,PACK OF 72 SKULL CAKE CASES} => {PACK OF 60 PINK PAISLEY CAKE CASES}","{LUNCH BAG BLACK SKULL.,LUNCH BAG WOODLAND,PACK OF 72 SKULL CAKE CASES}","{PACK OF 60 PINK PAISLEY CAKE CASES}",0.005,0.5263,0.0095,5.614,20
"{BATHROOM METAL SIGN,STRAWBERRY CERAMIC TRINKET BOX,WHITE HANGING HEART T-LIGHT HOLDER} => {PACK OF 60 PINK PAISLEY CAKE CASES}","{BATHROOM METAL SIGN,STRAWBERRY CERAMIC TRINKET BOX,WHITE HANGING HEART T-LIGHT HOLDER}","{PACK OF 60 PINK PAISLEY CAKE CASES}",0.005,0.5263,0.0095,5.614,20
"{JUMBO BAG WOODLAND ANIMALS,JUMBO STORAGE BAG SUKI,LUNCH BAG SUKI DESIGN} => {JUMBO BAG BAROQUE BLACK WHITE}","{JUMBO BAG WOODLAND ANIMALS,JUMBO STORAGE BAG SUKI,LUNCH BAG SUKI DESIGN}","{JUMBO BAG BAROQUE BLACK WHITE}",0.0053,0.5122,0.0102,5.6131,21
